ID	nextID	name	speaker	Textbox_type	Text_EN	Text_KR	Text_JP	Stage
100077	0	시드	0	2	The tree below is called the Tree of Happiness. It bears fruits filled with joy.	아래 나무의 이름은 행복 나무야. 행복 나무에는 행복이 담긴 열매가 열려.	下の木の名前は「幸せの木」。幸せの木には、幸せが詰まった実がなるんだよ。	Tutorial_cg3
100078	100079	에스트	10101	0	Ah! So that’s why we drop the sadness and gather the happiness!	아! 그래서 슬픔은 떨어뜨리고 행복은 모으는 거구나!	あ！ だから悲しみは落として、幸せは集めるんだね！	Tutorial_cg3
100079	100080	시드	10201	0	Exactly.	맞아.	そうだよ。	Tutorial_cg3
100080	100081	에스트	10101	0	But whose sadness and happiness are they?	그런데 누구의 슬픔과 행복이야?	でも、誰の悲しみと幸せなの？	Tutorial_cg3
100081	100082	시드	10201	0	...	…	...	Tutorial_cg3
100082	100083	시드	10201	0	Everything visible in our world.	우리의 세상에서 보이는 전부.	…僕たちの世界から見える、すべて。	Tutorial_cg3
100083	0	에스트	10101	0	Oh? You can actually see that?	응? 그런 게 보여?	えっ？ そんなのが見えるの？	Tutorial_cg3
100084	100085	시드	10201	0	Yes. We are always watching.	응, 우리는 늘 보고 있어.	うん、僕たちはいつも見ているよ。	Tutorial_cg3
100085	100086	에스트	10101	0	Heh... I guess there’s a whole lot of it.	헤… 엄청 많나 보구나.	へぇ…相当たくさんあるんだね。	Tutorial_cg3
100086	0	에스트	10101	0	So this single tree holds all the emotions of the world?	그럼, 이 나무 한 그루가 이 세상의 전부의 감정을 담고 있는 거야?	それじゃ、この木一本が、この世界のすべての感情を抱えてるってこと？	Tutorial_cg3
100087	100088	시드	10201	0	There used to be many trees. It was once a forest.	예전엔 나무가 아주 많았어. 숲이었지.	昔は木がたくさんあったんだ。森だったんだよ。	Tutorial_cg3
100088	100089	시드	10201	0	But now, they’ve all withered and fallen into a deep sleep.	하지만 지금은 모두 시들어서 깊은 잠에 빠졌어.	でも、今はみんな枯れて、深い眠りに落ちてしまった。	Tutorial_cg3
100089	0	시드	10201	0	We must protect this last remaining tree to wake the others.	그래서 이 남은 한그루를 지켜내서 다른 나무들을 깨워야 해.	だから、この残された一本を守り抜いて、他の木たちを目覚めさせなきゃいけないんだ。	Tutorial_cg3
100090	100091	에스트	10101	0	I see. That’s a good thing! I’ll do my best!	그렇구나. 좋은 일이네! 열심히 힘내볼게!	そっか。素敵なことだね！ 精一杯頑張ってみるよ！	Tutorial_cg3
100091	100092	시드	10201	0	Thank you.	고마워.	ありがとう。	Tutorial_cg3
100092	0	시드	10201	0	I’m counting on you, Est.	널 믿고 있어. 에스트	君を信じているよ。エスト。	Tutorial_cg3
100093	100094	에스트	10101	0	Zzzzz…	Zzzzz…	Zzzzz…	Stage_1
100094	100095	시드콩	10301	0	Wake up, Beanie!	일어나콩.	起きるまめ	Stage_1
100095	100096	에스트	10101	0	Mmh… Ouch.	음냐…아야.	うにゃ…痛っ。	Stage_1
100096	0	에스트	10101	0	Just five more minutes…	5분만 더…	あと5分だけ…	Stage_1
100097	100098	시드콩	10301	0	Beanie, beanie.	콩, 콩.	マメ、マメ。	Stage_1
100098	0	에스트	10101	0	...	…	...	Stage_1
100099	100100	에스트	10101	0	Argh! Fine!!	으아악! 알았어!!	…うわぁ！わかったよ！！	Stage_1
100100	0	에스트	10101	0	I’m getting up, Seed!	일어날게, 시드!	起きるよ、シード！	Stage_1
100101	100102	시드콩	10301	0	I’m a Mini Bean, beanie.	난 시드 콩이야콩.	ボクはシードマメだまめ。	Stage_1
100102	100103	시드콩	10301	0	Time to get back to work, beanie.	다시 일할 시간이야콩.	また仕事の時間だまめ。	Stage_1
100103	0	에스트	10101	0	Oh, right. No wonder you were so small!	아, 맞네. 어쩐지 작더라!	あ、そうだった。どうりで小さいわけだ！	Stage_1
100104	0	에스트	10101	0	So cute~	귀여워~	可愛い～	Stage_1
100105	100106	시드콩	10301	0	Be-bean...	콩…	マメ…	Stage_1
100106	0	시드콩	10301	0	That doesn't make the work go away, bean.	그렇다고 일이 사라지지 않아콩.	だからって、仕事がなくなるわけじゃないまめ。	Stage_1
100107	0	에스트	10101	0	Tsk, fine. I get it.	쳇, 알았어.	ちぇっ、わかったよ。	Stage_1
100108	0	에스트	10101	0	Wow, the tree got even bigger overnight…!	우와, 하룻밤 사이에 나무가 더 커졌어…!	うわぁ、一晩で木がもっと大きくなってる…！	Stage_1
100109	100110	시드콩	10301	0	It’s all thanks to your hard work, bean.	네가 일을 잘해준 덕분이야콩	君がよく働いてくれたおかげだまめ。	Stage_1
100110	100111	시드	10201	0	Keep it up today.	오늘도 열심히 일해줘.	今日も頑張ってくれよ。	Stage_1
100111	100112	에스트	10101	0	Seed, how come you don't say "bean" at the end?	시드는 말끝에 콩을 안 붙이네?	シードは語尾に『まめ』をつけないんだね？	Stage_1
100112	100113	시드	10201	0	…Because I’m the leader.	…난 대장이니까.	…ボクは隊長だからね。	Stage_1
100113	100114	에스트	10101	0	You’re all Seeds, but there’s a leader?	모두 같은 시드인데 대장이 있어?	みんな同じシードなのに、隊長がいるの？	Stage_1
100114	100115	시드	10201	0	I was the first to be born. That makes me the leader.	내가 제일 먼저 태어났으니까, 대장이지.	ボクが一番最初に生まれたから、隊長なんだ。	Stage_1
100115	100116	에스트	10101	0	Heh, I didn't know you cared about that kind of stuff, Seed~	시드는 그런 걸 챙기는 스타일이었구나~	シードってそういうの気にするタイプだったんだね～	Stage_1
100116	0	시드	10201	0	Anyway, I’m counting on you today, too.	아무튼, 오늘도 잘 부탁해.	とにかく、今日もよろしくね。	Stage_1
100117	0	에스트	10101	0	Okay!	응!	うん！	Stage_1
100118	100119	시드	10201	0	You did a great job today, Est. Thank you.	오늘도 고생했어, 에스트. 고마워.	今日も一日お疲れ様、エスト。ありがとう。	Stage_1
100119	100120	에스트	10101	0	I’m just glad I could help!	도움이 되었다니 다행이야!	役に立てたならよかった！	Stage_1
100120	100121	에스트	10101	0	But Seed, I have a question.	그런데 시드, 물어볼 게 있어.	ところでシード、聞きたいことがあるんだ。	Stage_1
100121	100122	시드	10201	0	Yes.	응.	うん。	Stage_1
100122	100123	에스트	10101	0	What are those words that pop up when the Happiness fruits are absorbed or the Sorrow fruits disappear?	행복 열매를 흡수하거나, 슬픔 열매가 사라질 때 나오는 말들은 뭐야?	「幸せの実」を吸収したり、「悲しみの実」が消えるときに出てくる言葉は何？	Stage_1
100123	100124	시드	10201	0	The fruits grow by feeding on the emotions of each tree.	열매는 각 나무의 감정을 먹고 자라나.	実はそれぞれの木の感情を食べて育つんだ。	Stage_1
100124	100125	시드	10201	0	The words you saw are the memories of those emotions taking form.	네가 본 글자들은 그 감정이 가진 기억이 표현된 거지.	君が見た文字는, その感情が持つ記憶が表現されたものだよ。	Stage_1
100125	100126	에스트	10101	0	…I see.	…그렇구나.	…そっか。	Stage_1
100126	100127	에스트	10101	0	But why is it the "Tree of Happiness"? Isn't the opposite of Sorrow "Joy"?	그런데 왜 행복 나무야? 슬픔의 반대는 기쁨 아니야?	でも、どうして「幸せの木」なの？ 悲しみの反対は「喜び」じゃないの？	Stage_1
100127	0	시드	10201	0	...	…	...	Stage_1
100128	100129	시드	10201	0	Joy is just one type of happiness.	기쁨은 행복의 종류 중 하나일 뿐이야.	喜びは幸せの一種に過ぎないんだ。	Stage_1
100129	100130	시드	10201	0	Some people find happiness in peace.	누군가는 평안함을 행복으로 느껴.	誰かにとっては、安らぎが幸せだったりする。	Stage_1
100130	100131	시드	10201	0	Those in love stay up all night with excitement.	연애를 하는 사람들은 설렘으로 밤을 지새워.	恋をしている人たちは、ときめきで夜を明かしたりもする。	Stage_1
100131	100132	시드	10201	0	People don't usually say, "I'm joyful because I'm excited."	사람들은 “설레서 기쁘다”라고 말하기보단,	人は「ときめいて嬉しい」と言うよりは、	Stage_1
100132	0	시드	10201	0	They say, "I'm happy because I'm excited."	“설레서 행복해.”라고 말해.	「ときめいて幸せ」って言うんだ。	Stage_1
100133	0	시드	10201	0	The destination of all those emotions is happiness.	그 감정들의 종착지는 행복인 거야.	その感情たちの行き着く先は、「幸せ」なんだよ。	Stage_1
100134	0	시드	10201	0	On the other hand, the destination of sorrow... is just sorrow.	반면에 슬픔의 종착지는, 슬픔이야.	反対に、悲しみの行き着く先は、「悲しみ」だ。	Stage_1
100135	100136	시드	10201	0	Sorrow spins round and round, just like a merry-go-round.	슬픔은 회전목마처럼 빙글빙글 돌지.	悲しみはメリーゴーランドみたいに、ぐるぐると回るんだ。	Stage_1
100136	0	시드	10201	0	No matter how many fruits we shake off, the Tree of Sorrow keeps growing.	열매를 덜어내고, 덜어내도, 슬픔 나무는 계속 자라나.	実を減らして、減らしても、悲しみの木は育ち続ける。	Stage_1
100137	100138	시드	10201	0	But happiness? You have to take care of it with all your heart.	반면에 행복은 열심히 챙겨줘야 해.	それに対して、幸せは一生懸命にお世話をしてあげなきゃいけない。	Stage_1
100138	0	시드	10201	0	You have to give it plenty of fruits, and plenty of love.	열매도 많이 주고, 애정도 열심히 주어야 하지.	実もたくさん作って、愛情もたっぷり注がなきゃ。	Stage_1
100139	100140	에스트	10101	0	...	…	...	Stage_1
100140	0	에스트	10101	0	It’s so hard, isn't it? The act of becoming happy.	정말 어렵네. 행복해지는 일은.	本当に難しいね。幸せになるっていうのは。	Stage_1
100141	100142	시드	10201	0	You could think of it that way.	그렇게 생각할 수 있지.	そう思うかもしれない。	Stage_1
100142	100143	시드	10201	0	But even that process will eventually become a part of your happiness.	하지만, 그 과정도 결국 행복해지게 될 거야.	でも、その過程も結局は幸せに繋がっていくはずさ。	Stage_1
100143	100144	시드	10201	0	So, let's work on it together.	그러니 우리 같이 노력하자.	だから、一緒に頑張ろう。	Stage_1
100144	100145	시드	10201	0	I’m glad you're here.	네가 있어서 다행이야.	君がいてくれてよかった。	Stage_1
100145	0	에스트	10101	0	!	!	!	Stage_1
100146	100147	에스트	10101	0	That’s such a beautiful thing to say, Seed!	정말 좋은 말이야! 시드!	すごくいい言葉だね！ シード！	Stage_1
100147	0	에스트	10101	0	I’ll do my best, too!	나도 노력할게!	僕も頑張るよ！	Stage_1
100148	0	에스트	10101	0	Whoa, the Happiness Tree looks even bigger and fuller today!	우와, 오늘은 행복나무가 좀 더 크고 풍성한 것 같은데?	うわぁ、今日は「幸せの木」がもっと大きくて、ふさふさしてる気がするよ。	Stage_2
100149	100150	시드	10201	0	Right. It must be eating up all those happy emotions well.	맞아, 행복한 감정을 잘 먹고 있나 봐.	そうだね、幸せな感情をしっかり食べているみたいだ。	Stage_2
100150	100151	에스트	10101	0	Does the tree never get smaller? Maybe from not eating enough emotions or something.	나무가 작아지는 일은 없어? 감정을 못 먹는다던가 하는 이유로.	木が小さくなることはないの？ 感情を食べられないとか、そういう理由で。	Stage_2
100151	100152	시드	10201	0	No, it doesn't.	응, 없어.	うん、ないよ。	Stage_2
100152	100153	에스트	10101	0	Why?	왜?	どうして？	Stage_2
100153	100154	시드	10201	0	Once the heart expands, its size doesn't shrink so easily.	한 번 커진 마음의 크기는 쉽게 줄어들지 않거든.	一度大きくなった心の大きさは, そう簡単には縮まないからね。	Stage_2
100154	100155	시드	10201	0	If you felt it had shrunk, it's either grown dull over time, or you're ignoring it.	줄어들었다고 느꼈다면, 오래돼서 무뎌졌거나, 외면하고 있는 거야.	小さくなったと感じるなら, それは時間が経って鈍くなったか, 目を背けているだけなんだ。	Stage_2
100155	100156	시드	10201	0	If that goes on too long, it gradually starts to wither away.	그게 오래되다 보면, 점점 메말라 가는 거지.	それが長引くと、だんだん枯れていってしまうんだよ。	Stage_2
100156	100157	에스트	10101	0	This is a seriously profound world.	정말 심오한 세상이네.	本当に奥が深い世界だね。	Stage_2
100157	0	에스트	10101	0	It’s really tough…	정말 어려워…	すごく難しいや…	Stage_2
100158	0		0	2	「This fall was the worst fall I’ve ever experienced.」	「이번 가을이 내가 겪은 최악의 가을이었어.」	「今年の秋が、僕の人生で最悪の秋だった。」	Stage_2
100159	0	에스트	10101	0	!	!	!	Stage_2
100160	100161	시드콩	10301	0	Est?	에스트?	エスト？	Stage_2
100161	0	시드콩	10301	0	What’s wrong, beanie?	왜 그래콩?	どうしたまめ？	Stage_2
100162	100163	에스트	10101	0	…It's nothing. I must have misread it.	…아무 일도 아냐. 잘못 본 것 같아.	…なんでもないよ。見間違いだと思う。	Stage_2
100163	100164	시드콩	10301	0	?	?	?	Stage_2
100164	0	에스트	10101	0	Let's hurry! There's still so much work to do!	얼른 가자! 아직 해야 할 일이 많아!	早く行こう！ まだやらなきゃいけないことがたくさんあるよ！	Stage_2
100165	100166	에스트	10101	1	(The words that just came from the Fruit of Sorrow...)	(방금 슬픔 열매에서 나온 말…)	(さっき、悲しみの実から出た言葉…)	Stage_2
100166	100167	에스트	10101	1	(I'm sure I've heard those words before.)	(분명 내가 알고 있는 말이야.)	(間違いなく、私が知っている言葉だ。)	Stage_2
100167	0	에스트	10101	1	(Is it just my imagination?)	(기분 탓인 걸까?)	(気のせいだろうか？)	Stage_2
100168	100169	시드	10201	0	You did it again today. Rest now.	오늘도 해냈구나. 고생했어.	今日もやり遂げたね。お疲れ様。	Stage_2
100169	100170	에스트	10101	0	Yeah, thanks.	응, 고마워.	うん, ありがとう。	Stage_2
100170	100171	에스트	10101	0	Am I really helping?	내가 도움이 되고 있어?	僕, 役に立ってるかな？	Stage_2
100171	100172	시드	10201	0	Of course.	물론이지.	もちろんだよ。	Stage_2
100172	100173	시드	10201	0	You can rest now. I’ll stay and finish some other things.	이제 쉬어도 좋아. 난 다른 일을 더 하고 있을게.	もう休んでいいよ。僕は他の仕事をもう少し片付けてくる。	Stage_2
100173	0	시드콩	10301	0	Beanie! Beanie!	콩! 콩!	マメ！マメ！	Stage_2
100174	100175	에스트	10101	0	Whew~	후~	ふぅ～	Stage_2
100175	100176	에스트	10101	0	Seed, why is the world of the Tree of Sorrow so bright and white?	시드, 근데 왜 슬픔 나무의 세상이 온통 하얀 거야?	シード、ところでどうして「悲しみの木」の世界は一面真っ白なの？	Stage_2
100176	100177	에스트	10101	0	Don't people usually think the world of happiness is the bright one?	보통 행복 나무의 세상이 밝다고 생각하지 않아?	普通, 「幸せの木」の世界の方が明るいって思わない？	Stage_2
100177	100178	시드	10201	0	Happiness shines even in the dark, and sorrow looks dark even in the light.	행복은 어둠 속에서도 빛나고, 슬픔은 빛나는 곳에서도 어둡게 보여.	幸せは暗闇の中でも輝き、悲しみは輝く場所でも暗く見えるんだ。	Stage_2
100178	100179	시드	10201	0	They both grew where they could be seen most clearly.	서로가 잘 보이는 곳에서 자란 거야.	お互いが一番よく見える場所で育ったんだよ。	Stage_2
100179	100180	에스트	10101	0	I see. That’s deep.	그렇구나. 철학적이네.	そっか。哲学的だね。	Stage_2
100180	100181	에스트	10101	0	Then, why is the Happiness Tree in the world below?	그럼 행복 나무가 아래 세상인 이유는?	じゃあ、「幸せの木」が下の世界にある理由は？	Stage_2
100181	100182	에스트	10101	0	I mean, if you took the colors away, they’d look the same anyway.	사실 반전을 해도 색만 다르고 우리 눈엔 똑같이 보이긴 하지만,	実は反転させても、色を抜けば僕たちの目には同じように見えるんだけど、	Stage_2
100182	100183	에스트	10101	0	But ever since we met, you’ve always naturally called the Happiness Tree the one "below."	시드 넌 처음에 말할 때부터 자연스럽게 행복 나무를 아래 나무로 말했잖아.	シードは最初から、自然に「幸せの木」を下の木だって言ってたじゃない。	Stage_2
100183	0	시드	10201	0	...	…	...	Stage_2
100184	100185	시드	10201	0	…The Happiness Tree has to be at the bottom.	행복 나무가 아래쪽에 있어야,	…「幸せの木」が下にあれば、	Stage_2
100185	100186	시드	10201	0	So that if anyone were to fall toward the abyss, the happy emotions could catch them.	혹시나 저 너머로 떨어지려 할 때 행복한 감정들이 붙잡아 줄 수 있거든.	もしもあっち側へ落ちそうになったとき、幸せな感情たちが掴まえてくれるからね。	Stage_2
100186	100187	에스트	10101	0	...I see.	…그렇구나.	…そうなんだね。	Stage_2
100187	100188	시드	10201	0	...	…	...	Stage_2
100188	0	에스트	10101	0	...	…	...	Stage_2
100189	100190	에스트	10101	0	Seed.	시드.	シード。	Stage_2
100190	100191	시드	10201	0	Yes.	응.	うん。	Stage_2
100191	100192	에스트	10101	0	When I first woke up, you said the Happiness Tree brought me here.	처음에 내가 눈을 떴을 때, 행복 나무가 나를 데려왔다고 말했잖아.	最初に僕が目を覚ましたとき、「幸せの木」が僕を連れてきたって言ったよね。	Stage_2
100192	100193	시드	10201	0	…Yes.	…응.	…うん。	Stage_2
100193	100194	에스트	10101	0	Was it for the same reason you just mentioned?	그것도 방금 말한 것과 같은 이유야?	それも、さっき言ったのと同じ理由なの？	Stage_2
100194	0	시드	10201	0	...	…	…	Stage_2
100195	100196	에스트	10101	0	Seed, tell me.	시드, 말해줘.	シード、教えて。	Stage_2
100196	100197	에스트	10101	0	My memories are slowly coming back.	나, 사실 조금씩 기억이 돌아오고 있어.	僕、実は少しずつ記憶が戻ってきているんだ。	Stage_2
